symbol,name,market,current_price,sar,confidence_factors,rsi,macd,volume_ratio,long_signal_price,long_signal_confidence,entry_opportunity,entry_advice,confidence_score,confidence_level,long_days,latest_signal_date,latest_signal_price,signal_conditions,current_date,distance_to_signal,price_change_since_signal,trend_reversal_confirmation,reversal_strength,reversal_reliability,short_term_momentum_turn,price_structure_reversal,bps_short_put,bps_long_put,bps_expiry,bps_safety_margin,expected_move_1sd,earnings_date,days_to_earnings,earnings_high_risk,status,composite_score
TLT,iShares 20+ Year Treasury Bond ETF,US,87.12999725341797,86.72780923488736,"['RSI從超賣區反轉', 'SAR翻多且趨勢向上', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '均線排列不佳', '成交量配合不佳', '動量加速', '指標斜率向下', '相對強度為正', '上漲動能不足', '波動率低', '支撐位可靠', '反轉強度不足', '反轉可信度高', '短期動能未轉折', '價格結構完美反轉', '低波動風險', '良好進場時機', '接近近期低點', '動量加速向上', '測試關鍵支撐位', '均線黃金交叉', '布林通道理想位置', '錘子線形態', '錘子線形態', '強勢長紅K', '接近關鍵支撐位', '底部抬升', '接近突破阻力', '成交量短期放大', '多時間框架中性偏多，謹慎進場', '月線趨勢良好，適合中長期持有', '週線壓力較大，中期謹慎', '日線短期強勢，進場時機良好', '單一多頭訊號', '接近抄底價位']",42.80574453662513,-0.0817178857115266,1.112537244792285,87.05121675354827,100,不建議進場,不建議進場,51.0,中等,3.0,2026-01-27,87.80000305175781,"['SAR翻多', '動量加速', '相對強度為正', '反轉可信度高', '價格結構反轉']",2026-01-30,0.09049902207884188,-0.7631045273937833,30.0,5.0,75.0,0.0,85.0,84.0,79.0,2026-03-04,3.59,2.94,,,False,,70.42285029337634
COP,ConocoPhillips,US,104.2300033569336,97.01280054280775,"['RSI偏高', 'MACD為正', 'MACD柱狀圖為正', 'SAR翻多且趨勢向上', 'OBV突破均線且斜率為正', '價格在20日均線之上', '價格在5日均線之上', '接近布林通道上軌風險', '短期和中期動量均為正', 'ADX趨勢不明', '均線完美多頭排列', '價格通道強勢向上', '成交量配合良好', '動量加速', '所有指標斜率向上', '相對強度強勁', '上漲動能極強', '支撐位薄弱', '趨勢反轉初步確認', '反轉強度強勁', '短期動能未轉折', '價格結構反轉', '進場時機不佳', 'MACD強勢多頭', '完美多頭排列', '布林通道超買區', '強勢長紅K', '上升底部結構', '接近突破阻力', '價漲量縮警告', '成交量短期放大', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', '多時間框架高度一致', '多重多頭訊號確認']",66.06117807695618,2.168467487093011,0.9779828776457323,97.11000061035156,70,不建議進場,不建議進場,42.0,中等,4.0,2026-01-26,98.44999694824219,"['OBV突破均線', '動量轉正', '均線多頭排列', '價格通道向上', '動量加速', '相對強度為正', '上漲動能延續', '反轉強度強勁', '價格結構反轉']",2026-01-30,7.331894451479455,5.871007199451831,45.0,80.0,60.0,20.0,70.0,93.5,88.5,2026-03-04,10.29,10.42,,,False,,65.20043166455616
DDOG,"Datadog, Inc.",US,129.32000732421875,121.03522876767165,"['MACD柱狀圖為正', 'SAR翻多且趨勢向上', 'OBV突破均線且斜率為正', 'ADX趨勢不明', '均線排列不佳', '成交量配合不佳', '動量減速', '主要指標斜率向上', '上漲動能良好', '波動率過高', '反轉可信度高', '短期動能未轉折', '價格結構反轉', '高波動風險', '適當進場時機', '短期動量轉正', '測試關鍵支撐位', 'RSI健康上升', 'MACD強勢多頭', '均線黃金交叉', '布林通道理想位置', '強勢長紅K', '靠近支撐位', '底部抬升', '價漲量縮警告', '多時間框架中性偏多，謹慎進場', '月線趨勢良好，適合中長期持有', '週線壓力較大，中期謹慎', '日線短期強勢，進場時機良好', '接近抄底價位']",53.832308167023406,-2.5421553803816437,0.9009164092957319,123.45999908447266,55,不建議進場,不建議進場,45.0,中等,8.0,2026-01-22,131.25,"['MACD柱狀圖轉正+RSI未超買', 'OBV突破均線', '動量轉正', '指標斜率向上', '反轉可信度高', '價格結構反轉']",2026-01-30,4.74648330082735,-1.4704706101190477,25.0,30.0,75.0,0.0,55.0,110.0,105.0,2026-03-04,14.94,18.94,,,False,,61.57605500975179
KO,The Coca-Cola Company,US,74.80999755859375,72.56999969482422,"['RSI超買風險', 'MACD為正', 'MACD柱狀圖為正', 'SAR翻多且趨勢向上', 'OBV突破均線且斜率為正', '成交量適中', '價格在20日均線之上', '價格在5日均線之上', '接近布林通道上軌風險', '短期和中期動量均為正', 'ADX趨勢不明', '均線完美多頭排列', '價格通道向上', '成交量配合良好', '動量減速', '相對強度強勁', '上漲動能良好', '趨勢反轉初步確認', '反轉強度極強', '短期動能未轉折', '價格結構反轉', '適當進場時機', '放量上漲', 'RSI超買風險', 'MACD強勢多頭', '完美多頭排列', '布林通道超買區', '強勢長紅K', '錘子線形態', '強勢長紅K', '靠近支撐位', '上升底部結構', '接近突破阻力', '溫和放量', '價漲量增良好配合', '成交量短期放大', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', '多時間框架高度一致', '成交量確認']",76.15566175644808,1.0071226625511542,1.4283060645037087,71.07081210401583,70,不建議進場,不建議進場,25.199999999999996,低,8.0,2026-01-22,71.87000274658203,"['均線多頭排列', '價格通道向上', '指標斜率向上', '相對強度為正', '上漲動能延續', '反轉強度強勁', '價格結構反轉']",2026-01-30,5.261211099016892,4.090711979486515,55.0,85.0,50.0,20.0,70.0,71.0,66.0,2026-03-04,5.09,3.74,,,False,,57.46163667029493
JNJ,Johnson & Johnson,US,227.25,220.97230526285173,"['RSI超買風險', 'MACD為正', 'MACD柱狀圖為正', 'SAR翻多且趨勢向上', '價格在20日均線之上', '價格在5日均線之上', '接近布林通道上軌風險', '短期和中期動量均為正', 'ADX趨勢不明', '均線完美多頭排列', '價格通道向上', '成交量配合良好', '主要指標斜率向上', '相對強度強勁', '趨勢反轉初步確認', '反轉強度強勁', '短期動能未轉折', '價格結構反轉', '低波動風險', '測試關鍵支撐位', 'RSI超買風險', 'MACD強勢多頭', '完美多頭排列', '布林通道超買區', '靠近支撐位', '上升底部結構', '接近突破阻力', '成交量短期放大', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', '多時間框架高度一致']",92.45909407554906,5.394753029198171,1.154261372840208,213.07366739908855,55,不建議進場,不建議進場,23.31,低,8.0,2026-01-22,218.49000549316406,"['均線多頭排列', '價格通道向上', '指標斜率向上', '相對強度為正', '反轉強度強勁', '價格結構反轉']",2026-01-30,6.653254141610598,4.009334196803804,50.0,75.0,45.0,20.0,70.0,214.5,209.5,2026-03-04,5.61,12.4,,,False,,56.66602375751682
XOM,Exxon Mobil Corporation,US,141.39999389648438,133.60240760368004,"['RSI超買風險', 'MACD為正', 'MACD柱狀圖為正', 'SAR翻多且趨勢向上', 'OBV突破均線且斜率為正', '成交量適中', '價格在20日均線之上', '價格在5日均線之上', '接近布林通道上軌風險', '短期和中期動量均為正', 'ADX趨勢不明', '均線完美多頭排列', '價格通道強勢向上', '成交量配合良好', '動量減速', '主要指標斜率向上', '相對強度強勁', '上漲動能極強', '波動率過高', '支撐位薄弱', '趨勢反轉初步確認', '反轉強度極強', '短期動能未轉折', '價格結構反轉', '低波動風險', '適當進場時機', '放量上漲', 'RSI超買風險', 'MACD強勢多頭', '完美多頭排列', '布林通道超買區', '強勢長紅K', '錘子線形態', '錘子線形態', '上升底部結構', '接近突破阻力', '溫和放量', '成交量多頭排列', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', '多時間框架高度一致', '成交量確認']",91.25307331645243,5.1604099396020615,1.4665068053231254,126.23666687011719,55,不建議進場,不建議進場,25.83,低,24.0,2026-01-06,121.05000305175781,"['均線多頭排列', '價格通道向上', '指標斜率向上', '相對強度為正', '上漲動能延續', '反轉強度強勁', '價格結構反轉']",2026-01-30,12.011824616669006,16.811227039808863,55.0,85.0,50.0,20.0,70.0,131.5,126.5,2026-03-04,7.0,9.77,,,False,,35.5624526149993
IYR,iShares U.S. Real Estate ETF,US,96.20999908447266,97.90141474024803,"['MACD為正', '成交量適中', '價格在20日均線之上', '價格在5日均線之上', 'ADX趨勢不明', '成交量配合良好', '動量加速', '相對強度為正', '上漲動能不足', '波動率低', '支撐位可靠', '趨勢反轉確認', '低波動風險', '良好進場時機', '接近近期低點', '測試關鍵支撐位', '錘子線形態', '完美多頭排列', '錘子線形態', '錘子線形態', '接近關鍵支撐位', '底部抬升', '溫和放量', '成交量多頭排列', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', '多時間框架高度一致', '接近抄底價位']",57.92883162117273,0.44759784276108405,1.4070240279977049,95.94000244140625,100,建議進場,建議進場,66.0,高,,,,,,0.28142238502787426,,,,,,,,,,,,,,,無多頭訊號,0.0
CRWD,"CrowdStrike Holdings, Inc.",US,441.4049987792969,487.0,"['RSI從超賣區反轉', 'MACD柱狀圖為正', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '均線排列不佳', '成交量配合不佳', '動量加速', '指標斜率向下', '反轉強度不足', '短期動能未轉折', '價格結構未反轉', '適當進場時機', '測試關鍵支撐位', '十字星形態', 'MACD強勢多頭', '均線黃金交叉', '布林通道超賣區', '強勢長紅K', '錘子線形態', '接近關鍵支撐位', '底部抬升', '多時間框架中性偏多，謹慎進場', '月線趨勢良好，適合中長期持有', '週線壓力較大，中期謹慎', '日線短期強勢，進場時機良好', '接近抄底價位']",35.6394767967592,-8.328786779248276,0.9263577735248235,437.0386324873786,85,不建議進場,不建議進場,34.5,低,,,,,,0.9990801653088108,,,,,,,,,,,,,,,無多頭訊號,0.0
ZS,"Zscaler, Inc.",US,200.00999450683594,228.52705001831055,"['RSI從超賣區反轉', 'MACD柱狀圖為正', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '均線排列不佳', '成交量配合不佳', '動量加速', '指標斜率向下', '相對強度為負', '反轉強度不足', '短期動能未轉折', '價格結構未反轉', '高波動風險', '良好進場時機', '接近近期低點', '測試關鍵支撐位', 'RSI健康上升', 'MACD強勢多頭', '價格低於關鍵均線', '布林通道超賣區', '錘子線形態', '接近關鍵支撐位', '底部抬升', '多時間框架偏空，建議觀望', '週線壓力較大，中期謹慎', '日線短期弱勢，等待更好時機', '接近抄底價位']",33.71956263862178,-8.470141601919437,0.873173563128579,199.1888239327275,70,不建議進場,不建議進場,31.5,低,,,,,,0.4122573535479941,,,,,,,,,,,,,,,無多頭訊號,0.0
IONQ,"IonQ, Inc.",US,39.97999954223633,53.38741838717461,"['RSI從超賣區反轉', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '均線排列不佳', '價格通道向下', '成交量配合不佳', '動量加速', '指標斜率向下', '相對強度為負', '上漲動能不足', '波動率過高', '反轉強度不足', '短期動能未轉折', '價格結構未反轉', '高波動風險', '動量加速向上', '價格低於關鍵均線', '布林通道超賣區', '多時間框架偏空，建議觀望', '月線趨勢良好，適合中長期持有', '週線壓力較大，中期謹慎', '日線短期弱勢，等待更好時機']",34.051868571933696,-1.5632130500898143,1.15540705219472,38.0,70,不建議進場,不建議進場,19.5,極低,,,,,,5.2105251111482325,,,,,,,,,,,,,,,無多頭訊號,0.0
XYZ,"Block, Inc.",US,60.43000030517578,70.95352341262455,"['RSI嚴重超賣', '接近布林通道下軌', '短期和中期動量均為負', 'ADX趨勢不明', '均線排列不佳', '成交量配合不佳', '動量減速', '指標斜率向下', '相對強度為負', '上漲動能不足', '反轉強度不足', '短期動能未轉折', '價格結構反轉', '高波動風險', '良好進場時機', '接近近期低點', '動量加速向上', '測試關鍵支撐位', '價格低於關鍵均線', '布林通道超賣區', '成交量短期放大', '多時間框架偏空，建議觀望', '月線趨勢不佳，避免長期持有', '週線壓力較大，中期謹慎', '日線短期弱勢，等待更好時機', '多時間框架高度一致', '接近抄底價位']",28.285707746233257,-0.840928849001827,1.1558400051136999,60.24890875965689,85,不建議進場,不建議進場,30.0,低,,,,,,0.30057232445701865,,,,,,,,,,,,,,,無多頭訊號,0.0
PEP,"PepsiCo, Inc.",US,153.6300048828125,146.7125015258789,"['RSI超買風險', 'MACD為正', 'MACD柱狀圖為正', 'SAR翻多且趨勢向上', 'OBV突破均線且斜率為正', '成交量適中', '價格在20日均線之上', '價格在5日均線之上', '接近布林通道上軌風險', '短期和中期動量均為正', 'ADX趨勢不明', '價格通道強勢向上', '成交量配合良好', '動量加速', '所有指標斜率向上', '相對強度強勁', '上漲動能強勁', '趨勢反轉初步確認', '反轉強度強勁', '短期動能未轉折', '適當進場時機', '放量上漲', 'RSI超買風險', 'MACD強勢多頭', '短期多頭排列', '布林通道超買區', '強勢長紅K', '錘子線形態', '十字星形態', '強勢長紅K', '上升底部結構', '接近突破阻力', '溫和放量', '價漲量增良好配合', '成交量短期放大', '多時間框架強烈看多，建議積極進場', '月線趨勢良好，適合中長期持有', '週線支持上漲，中期看好', '日線短期強勢，進場時機良好', '多時間框架高度一致', '成交量確認', '接近抄底價位']",82.20654794909157,1.4416045308760204,1.4990834078132442,147.0,85,謹慎觀望,謹慎觀望,24.57,低,,,,,,4.510207403273809,,,,,,,,,,,,,,,無多頭訊號,0.0
STUB,"StubHub Holdings, Inc.",US,14.119999885559082,12.778407172999005,"['MACD為正', 'MACD柱狀圖為正', 'SAR翻多且趨勢向上', '成交量萎縮', '價格在20日均線之上', '短期和中期動量均為負', 'ADX趨勢不明', '成交量配合不佳', '動量強勁加速', '主要指標斜率向上', '波動率過高', '趨勢反轉初步確認', '反轉強度不足', '價格結構未反轉', '高波動風險', '適當進場時機', '測試關鍵支撐位', '錘子線形態', 'MACD強勢多頭', '均線黃金交叉', '錘子線形態', '錘子線形態', '錘子線形態', '接近關鍵支撐位', '成交量萎縮', '多時間框架中性偏多，謹慎進場', '日線短期強勢，進場時機良好', '接近抄底價位']",57.475080109173,0.22752673009503255,0.659341707137227,13.924666659037273,55,不建議進場,不建議進場,43.5,中等,,,,,,1.4027856558780565,,,,,,,,,,,,,,,無多頭訊號,0.0
